pdbid,ligand_name
1g7t,['gnp']
1g7v,['pai']
1g7w,['plp']
1g7x,['plp']
1g81,['phb']
1g8i,"['1pe', 'p6g']"
1g8j,['mgd']
1g8o,['u5p']
1g93,['upg']
1g97,['ud1']
1g98,['pa5']
1g99,['adp']
1g9a,['bab']
1g9b,['bab']
1g9c,['bab']
1g9d,['bab']
1g9j,['sgc']
1g9q,['apr']
1g9r,['upf']
1ga0,['dvr']
1ga8,"['del', 'upf']"
1ga9,['etp']
1gad,['nad']
1gae,['nad']
1gaf,['npe']
1gal,['fad']
1gbc,['ble']
1gbd,['b2f']
1gbh,['ble']
1gbi,['b2f']
1gbl,['ble']
1gbm,['b2f']
1gbn,"['gbc', 'plp']"
1gbt,['gbs']
1gc5,['adp']
1gcd,['dep']
1gck,['plp']
1gco,['nad']
1gd1,['nad']
1gd9,['plp']
1gdd,['gdp']
1gde,['plp']
1gdk,['isq']
1geb,['cam']
1gee,['nad']
1ger,['fad']
1ges,['fad']
1get,"['fad', 'nap']"
1geu,"['fad', 'nad']"
1gew,['plp']
1gex,"['hsa', 'plp']"
1gey,['ppe']
1gfi,['gdp']
1gfy,['col']
1gg1,['pga']
1gg2,['gdp']
1gg5,"['e09', 'fad']"
1gg6,['apf']
1ggd,['faf']
1ggn,"['gls', 'plp']"
1ghe,['aco']
1ghm,['ced']
1ghv,['120']
1ghw,['bmz']
1ghx,['bmz']
1ghy,['121']
1ghz,['120']
1gi0,['bmz']
1gi1,['bmz']
1gi2,['122']
1gi3,['bmz']
1gi4,['122']
1gi5,['123']
1gi6,['124']
1gia,['gsp']
1gii,['1pu']
1gij,['2pu']
1gil,['gsp']
1gis,['da']
1giu,['ade']
1gj4,['132']
1gj5,['130']
1gj6,['132']
1gj7,['132']
1gj8,['133']
1gj9,['134']
1gja,['135']
1gjb,['130']
1gjc,['130']
1gjd,['136']
1gjm,['fem']
1gjp,['4ox']
1gkd,['stn']
1gkl,['fer']
1gky,['5gp']
1gkz,['adp']
1glq,['gtb']
1gm7,['pnn']
1gm9,['sox']
1gmh,['isp']
1gmy,"['apd', 'dfa']"
1gni,['ola']
1gnm,['u0e']
1gnn,['u0e']
1gno,['u0e']
1gnq,['cag']
1gnw,['gtx']
1go2,['fad']
1got,['gdp']
1gox,['fmn']
1goy,['3gp']
1gp2,['gdp']
1gp4,['akg']
1gp5,"['dh2', 'dqh']"
1gp6,"['dh2', 'que', 'sin']"
1gpb,['plp']
1gpn,['hub']
1gpu,['thd']
1gqh,['koj']
1gqk,['bdp']
1gql,['bdp']
1gqr,['saf']
1gqy,['acp']
1gr0,['nad']
1gr1,['fad']
1gr2,['kai']
1gra,"['fad', 'gsh', 'ndp']"
1grb,"['fad', 'nad', 'ndp']"
1gre,"['fad', 'gsh']"
1grf,['fad']
1grg,['fad']
1grn,['gdp']
1grt,['fad']
1gs3,['equ']
1gs4,['zk5']
1gsa,"['adp', 'gtt']"
1gse,"['eaa', 'gtt']"
1gsi,['tmp']
1gsj,"['anp', 'nlg']"
1gsn,['fad']
1gsp,['sgp']
1gsq,['gdn']
1gsu,['gtx']
1gsv,['hc4']
1gsw,['hc4']
1gsx,['hc4']
1gsy,['gtt']
1gtk,['dpm']
1gtz,['dhk']
1gu1,"['fa1', 'tla']"
1gua,['gnp']
1gue,['ret']
1guf,['ndp']
1gup,['gdu']
1guq,['gud']
1guy,['nad']
1gv0,['nad']
1gv4,['fad']
1gve,['nap']
1gvg,"['akg', 'pcx']"
1gvo,"['dnf', 'fmn']"
1gvq,"['cyh', 'fmn']"
1gvr,"['fmn', 'tnl']"
1gvs,"['fmn', 'tnf']"
1gvv,['trj']
1gw1,"['maf', 'mbf']"
1gw2,['fer']
1gw6,['bes']
1gwc,['gtx']
1gwh,['ndp']
1gwj,['fmn']
1gwn,['gtp']
1gwq,['ztw']
1gwr,['est']
1gwv,"['lat', 'udp']"
1gww,['udp']
1gwx,['433']
1gx0,['udp']
1gx1,['cdp']
1gx2,['bho']
1gx4,['udp']
1gx8,['rtl']
1gx9,['rea']
1gxa,['plm']
1gxs,['dka']
1gxz,['brt']
1gy8,"['nad', 'udp']"
1gy9,"['akg', 'tau']"
1gyy,['fhc']
1gz5,"['g6p', 'udp']"
1gz6,['nai']
1gz8,['mbp']
1gzg,['laf']
1gzq,"['d12', 'pii', 'twt']"
1h00,"['fap', 'fcp']"
1h01,"['fal', 'fbl']"
1h07,"['mfp', 'mfq']"
1h08,"['bwp', 'byp']"
1h0b,['epe']
1h0g,['un1']
1h0p,['dtt']
1h0v,['un4']
1h0w,['207']
1h11,['fct']
1h18,['dtl']
1h1d,['sam']
1h1i,['que']
1h1m,['kmp']
1h1p,['cmg']
1h1q,['2a6']
1h1r,['6cp']
1h1s,['4sp']
1h1w,['atp']
1h22,['e10']
1h23,['e12']
1h2b,"['naj', 'oca']"
1h2f,['va3']
1h2j,['dcb']
1h2k,['oga']
1h2l,['akg']
1h2m,['oga']
1h2s,"['bog', 'ret']"
1h2y,['zpr']
1h3f,['tyb']
1h3m,['n2p']
1h3n,['lms']
1h41,['gcv']
1h42,['fad']
1h46,['rnp']
1h49,['hbo']
1h4g,['fxp']
1h4i,['pqq']
1h4w,['ben']
1h50,['fmn']
1h52,['pop']
1h5n,['pgd']
1h5r,"['g1p', 'thm']"
1h5s,['tmp']
1h5t,"['dau', 'tyd']"
1h5u,['plp']
1h5v,['sgc']
1h60,['fmn']
1h61,"['fmn', 'pdn']"
1h62,"['anb', 'fmn']"
1h63,['fmn']
1h65,['gdp']
1h66,"['fad', 'rh1']"
1h68,['ret']
1h69,"['arh', 'fad']"
1h6a,['ndp']
1h6c,['ndp']
1h6m,['g2f']
1h70,['cir']
1h73,['anp']
1h78,['dcp']
1h7g,['ctp']
1h7h,['cdp']
1h7l,['tyd']
1h7n,['shf']
1h7o,['dav']
1h7p,['kah']
1h7q,['tyd']
1h7r,['shu']
1h7t,"['c5p', 'sia']"
1h81,['fad']
1h82,"['fad', 'gzz']"
1h83,"['dia', 'fad']"
1h84,"['fad', 'nba']"
1h85,['fad']
1h86,"['fad', 'nba']"
1h8d,['phw']
1h8i,['phw']
1h8p,['pdc']
1h8s,['aic']
1h8y,['mer']
1h94,['nad']
1h9a,['nap']
1h9z,['myr']
1ha2,['myr']
1hb1,['ocv']
1hb2,['scv']
1hb3,['scv']
1hb4,['scv']
1hbj,"['fbq', 'pg4']"
1hbk,['myr']
1hbp,['rtl']
1hck,['atp']
1hdg,['nad']
1hdo,['nap']
1hdr,['nad']
1hdu,['ing']
1hdx,"['cxl', 'nad']"
1hdz,['nad']
1he1,['gdp']
1he2,"['bla', 'nap']"
1he3,"['mbv', 'nap']"
1he4,['nap']
1he5,"['lum', 'nap']"
1hee,['lhy']
1het,['nad']
1heu,['nad']
1hf3,['nad']
1hf6,['ctr']
1hfp,"['mot', 'nap']"
1hfq,"['mot', 'nap']"
1hfr,"['mot', 'nap']"
1hfs,['l04']
1hg0,['sin']
1hg4,['lpp']
1hgx,['5gp']
1hh8,['flc']
1hi5,['adp']
1hih,['c20']
1hii,['c20']
1hiv,['apy']
1hj1,['aoe']
1hj8,['bam']
1hj9,['anl']
1hjf,['coi']
1hjg,['kiv']
1hjo,['adp']
1hk4,"['myr', 't44']"
1hkd,['gyp']
1hku,['nad']
1hld,"['brb', 'nad', 'pfb']"
1hlf,"['gl4', 'plp']"
1hm9,['ud1']
1hmp,['5gp']
1hmr,['ela']
1hms,['ola']
1hmt,['ste']
1hmy,['sam']
1hn4,['mji']
1hnh,['coa']
1hnj,['mlc']
1ho5,['adn']
1hon,['gnh']
1hoo,"['gnh', 'gnp']"
1hop,['gcp']
1hor,['agp']
1hos,['php']
1hox,['f6p']
1hp5,['ngt']
1hpm,['adp']
1hpo,['uni']
1hps,['run']
1hpv,['478']
1hpx,['kni']
1hq5,['s2c']
1hqg,['orn']
1hqp,['prz']
1hqt,['nap']
1hrk,['chd']
1hrn,"['cha', 'cpp', 'ppp']"
1hsg,['mk1']
1hsh,['mk1']
1hsk,['fad']
1hso,['nad']
1hsr,['bho']
1hsz,['nad']
1ht0,['nad']
1htb,['nad']
1htg,['g37']
1htp,['oss']
1htw,['adp']
1hu9,['4hm']
1huq,['gnp']
1hur,['gdp']
1huv,['fmn']
1hv7,['616']
1hv9,['ud1']
1hvh,['q82']
1hvi,['a77']
1hvj,['a78']
1hvk,['a79']
1hvl,['a76']
1hvr,['xk2']
1hvs,['a77']
1hvv,['tar']
1hw5,['cmp']
1hw8,"['114', 'adp']"
1hw9,"['adp', 'sim']"
1hwj,['116']
1hwr,['216']
1hxa,['fhp']
1hxb,"['diq', 'hph']"
1hxc,['fhp']
1hxd,['btn']
1hxp,"['u5p', 'udp']"
1hxq,['u5p']
1hxs,['plm']
1hxw,['rit']
1hy3,['pps']
1hy7,['mbs']
1hyb,['nmn']
1hye,['nap']
1hyf,['2gp']
1hyh,['nad']
1hyo,['hbu']
1hyu,['fad']
1hz1,['2gp']
1hzj,"['nad', 'ud1']"
1hzp,['dao']
1hzz,"['nad', 'nap']"
1i00,"['d16', 'ump']"
1i0i,"['7hp', 'prp']"
1i0l,['7hp']
1i0s,['fmn']
1i0v,['2gp']
1i0x,['2gp']
1i13,"['7hp', 'prp']"
1i14,"['7hp', 'prp']"
1i19,['fad']
1i1d,['16g']
1i1k,['plp']
1i1l,"['2ml', 'plp']"
1i1m,"['4mv', 'plp']"
1i1n,['sah']
1i1o,['fmn']
1i24,"['nad', 'upg']"
1i2c,"['nad', 'upg']"
1i2e,['2gp']
1i2k,['plp']
1i2w,['cfx']
1i30,"['826', 'nad']"
1i36,['nap']
1i37,['dht']
1i38,['dht']
1i3a,['nco']
1i3f,['2gp']
1i3i,['2gp']
1i3k,"['nad', 'upg']"
1i3l,"['gdu', 'nad']"
1i3m,"['nad', 'ud1']"
1i3n,"['nad', 'ud1']"
1i44,['acp']
1i4d,['gdp']
1i4f,['1pg']
1i52,['ctp']
1i58,"['acp', 'adp']"
1i59,"['adp', 'anp']"
1i5a,['acp']
1i5b,['anp']
1i5c,['adp']
1i5q,['mox']
1i5r,['hyc']
1i6k,['tym']
1i6l,['tym']
1i6m,['tym']
1i6t,['pop']
1i6x,['cmp']
1i72,['mao']
1i75,['noj']
1i76,['bsi']
1i79,['mhz']
1i7b,['smm']
1i7c,['mgb']
1i7g,['az2']
1i7i,['az2']
1i7l,['atp']
1i7m,['cg']
1i7p,['fad']
1i7y,['cyc']
1i7z,['coc']
1i80,"['9hx', 'imr']"
1i83,['ntu']
1i8j,['dsb']
1i8t,['fad']
1i8z,['inl']
1i90,['inm']
1i91,['inq']
1i9g,['sam']
1i9l,['inv']
1i9m,['inw']
1i9n,['ioa']
1i9o,['ioc']
1i9p,['ioe']
1ia3,"['ndp', 'tq5']"
1ia4,['tq6']
1ia9,"['anp', 'dtt']"
1iah,"['adp', 'dtt']"
1ib0,"['fad', 'nad']"
1ib6,['nad']
1ibj,['plp']
1ibr,['gnp']
1ibv,['pvh']
1iby,['hez']
1ici,['nad']
1icp,"['2pe', 'fmn']"
1icq,"['fmn', 'opd']"
1icr,"['fmn', 'nio']"
1ics,['fmn']
1icu,"['fmn', 'nio']"
1icv,"['fmn', 'nio']"
1id0,['anp']
1idb,['spy']
1ide,['nap']
1idt,"['cb1', 'fmn']"
1ie3,['nad']
1ie4,['t44']
1ie8,['kh1']
1ie9,['vdx']
1iei,"['nap', 'zes']"
1iel,['caz']
1iem,['cb4']
1iep,['sti']
1iex,['tcb']
1if2,['129']
1if4,['fbs']
1if5,['fbt']
1if6,['fbu']
1if7,['sbr']
1if8,['sbs']
1ifs,['da']
1ifu,['fmc']
1ifx,['dnd']
1ig1,['anp']
1igb,['ipo']
1ih7,['gmp']
1ih8,['apc']
1iht,['fbe']
1ihu,['adp']
1ii0,"['adp', 'atp']"
1ii6,['adp']
1ii7,['101']
1iic,['mya']
1iid,['nhm']
1iim,['ttp']
1iin,['upg']
1iiu,['rtl']
1ijh,['fad']
1iji,['plp']
1ik4,['pgh']
1ike,['hsm']
1ikt,['oxn']
1il0,"['caa', 'nad']"
1im8,['sai']
1ima,['ipd']
1in4,['adp']
1in5,['adp']
1in6,['adp']
1in7,['adp']
1in8,['adp']
1inf,['st4']
1ing,['st5']
1inh,['st6']
1ini,['cdm']
1inv,['eqp']
1inw,['axp']
1inx,['eqp']
1iny,['eqp']
1iol,['est']
1ion,['adp']
1iop,['he6']
1iov,"['adp', 'pob']"
1iow,"['adp', 'phy']"
1ioz,['gdp']
1ipe,['ndp']
1ipf,"['ndp', 'tne']"
1iqr,['fad']
1iqu,"['fad', 'tdr']"
1ir3,['anp']
1irj,['cps']
1is2,['fad']
1is3,['lat']
1is4,['lat']
1ish,['enp']
1isi,['nca']
1isj,['nmn']
1iso,['nad']
1it0,['lat']
1it8,['pq0']
1itz,['tpp']
1ius,"['fad', 'pab']"
1iut,"['fad', 'pab']"
1iuu,"['fad', 'pab']"
1iuv,"['fad', 'phb']"
1iuw,"['fad', 'phb']"
1iux,"['fad', 'phb']"
1iv2,['cdp']
1iv4,['c5p']
1ive,['st3']
1ivf,['dan']
1ivr,['cba']
1iw6,['ret']
1iwb,['b12']
1iwi,['cam']
1iwj,['cam']
1iwn,['pg5']
1iwp,['b12']
1ix6,['plp']
1ix7,"['mae', 'plp']"
1ix8,['plp']
1ixe,['coa']
1ixn,"['dxp', 'g3p']"
1ixo,['g3p']
1iy7,['cxa']
1iyb,['5gp']
1iyd,"['gua', 'plp']"
1iye,['pgu']
1iyh,['gsh']
1iyi,['gsh']
1iyk,"['mim', 'mya']"
1iyo,['cef']
1iyp,['cep']
1iyq,['pnm']
1iz2,['sum']
1ize,['ihn']
1izh,['q50']
1izi,['q50']
1izo,['pam']
1j01,['xil']
1j06,['p6g']
1j07,['p6g']
1j09,['atp']
1j0a,['plp']
1j0d,['5pa']
1j0e,"['1ac', 'plp']"
1j0n,['ceg']
1j14,['ben']
1j15,['ben']
1j16,['ben']
1j1a,['bhp']
1j1f,['5gp']
1j1n,"['lgu', 'mav']"
1j1z,"['atp', 'cir']"
1j2c,['bla']
1j2j,['gtp']
1j32,['plp']
1j36,['lpr']
1j37,['mco']
1j39,['upg']
1j3i,"['ndp', 'ump', 'wra']"
1j3k,"['ndp', 'ump', 'wra']"
1j49,['nad']
1j51,['tcz']
1j53,['tmp']
1j54,['tmp']
1j5p,['nad']
1j6z,"['adp', 'rho']"
1j78,['vdy']
1j7k,['atp']
1j7l,['adp']
1j7u,['anp']
1j8a,['ben']
1j8q,['fmn']
1j8v,['lam']
1j91,['tbs']
1j96,"['nap', 'tes']"
1j99,['and']
1j9e,['fmn']
1j9g,['fmn']
1ja9,"['ndp', 'pyq']"
1jac,['amg']
1jah,['gcp']
1jai,['gcp']
1jak,['ifg']
1jb9,['fad']
1jbo,['cyc']
1jbp,['adp']
1jbu,['ben']
1jbv,['acp']
1jcj,['hpd']
1jcl,['hpd']
1jcm,['137']
1jcn,['cpr']
1jcq,"['739', 'fpp', 'suc']"
1jcr,['fpp']
1jcs,['fii']
1jcx,['pai']
1jcy,['r5p']
1jd3,['phb']
1jdv,['adn']
1jdx,['nva']
1jdz,['fmb']
1je1,['gmp']
1jeh,['fad']
1jep,['dfl']
1jf0,['czh']
1jf2,['czh']
1jf7,['tbh']
1jf9,['plp']
1jfg,['pop']
1jfh,"['ma1', 'ma3']"
1jg0,"['ddt', 'ump']"
1jg1,['sah']
1jg2,['adn']
1jg3,['adn']
1jg4,['sam']
1jg6,['udp']
1jg7,['udp']
1jgi,['suc']
1jgj,['ret']
1jgl,['est']
1jgt,"['apc', 'cma']"
1jgu,['hbc']
1jh7,['uvc']
1jha,"['aam', 'nio']"
1jhm,['5mb']
1jho,"['nio', 'rmb']"
1jhq,"['nio', 'pmo']"
1jhr,"['nio', 'p2p']"
1jhu,['pcr']
1jhv,"['nio', 'pcr']"
1jhy,['nio']
1jil,['485']
1jim,['icu']
1jin,['ktn']
1jio,['deb']
1jip,['ktn']
1jiu,['udp']
1jiv,['udp']
1jix,['udp']
1jj9,['bbt']
1jji,['epe']
1jjt,['bds']
1jjv,['atp']
1jkf,['nad']
1jkh,['efz']
1jki,"['dg6', 'nai']"
1jkj,['coa']
1jkk,['anp']
1jkl,['anp']
1jld,['rhs']
1jlr,['gtp']
1jls,"['prp', 'ura']"
1jlv,['gsh']
1jm6,['adp']
1jmf,['ump']
1jmg,['ump']
1jmz,['pnd']
1jnk,['anp']
1jnq,['egt']
1jnr,['fad']
1jny,['gdp']
1jnz,['fad']
1joc,['itp']
1jol,['ffo']
1jom,['ffo']
1jp3,['egc']
1jp4,['amp']
1jpa,['anp']
1jpj,['gnp']
1jpn,['gnp']
1jpz,['140']
1jq3,['aat']
1jq5,['nad']
1jqd,"['hsm', 'sah']"
1jqh,['anp']
1jqi,"['caa', 'fad']"
1jqn,['dco']
1jqv,"['fmn', 'oro']"
1jqx,"['fmn', 'oro']"
1jqy,['a32']
1jr8,['fad']
1jra,['fad']
1jrb,"['fmn', 'oro']"
1jrc,"['fmn', 'oro']"
1jrx,"['fad', 'fum']"
1jry,"['fad', 'fum']"
1jrz,"['fad', 'fum']"
1js3,"['142', 'plp']"
1jsh,['sia']
1jsi,['sia']
1jsl,['ddo']
1jsn,['sia']
1jso,['sia']
1jsr,['ldo']
1jsv,['u55']
1jt1,['mco']
1jte,['sah']
1jtk,['thu']
1jtq,"['ly3', 'ump']"
1jtu,"['lyb', 'ump']"
1jtv,['tes']
1ju2,['fad']
1ju3,['pbc']
1ju9,['nad']
1jub,['fmn']
1jue,['fmn']
1jv1,['ud1']
1jv3,['ud2']
1jv4,['tzl']
1jv6,['ret']
1jv7,['ret']
1jvd,['ud1']
1jvg,['ud2']
1jvj,['im2']
1jvn,['pop']
1jvu,['c2p']
1jvx,['mal']
1jvy,['mal']
1jw0,['gua']
1jwt,['bli']
1jwv,['cb4']
1jwy,"['adp', 'gdp']"
1jwz,['105']
1jx1,['dfv']
1jx2,['adp']
1jx6,['ai2']
1jxn,['mfu']
1jxz,['bca']
1jyl,['cdc']
1k06,"['bzd', 'plp']"
1k08,"['bzd', 'plp']"
1k0a,"['gtt', 'gtx']"
1k0c,"['gtb', 'gtt']"
1k0d,['gtt']
1k0j,['fad']
1k0l,['fad']
1k0y,['cno']
1k1j,['fd2']
1k1l,['fd3']
1k1m,['fd4']
1k1y,"['acr', 'mal']"
1k21,['ign']
1k22,['mel']
1k27,['mtm']
1k2i,['sn1']
1k2r,['nrg']
1k2t,['ptu']
1k2u,['tfm']
1k2v,['def']
1k2y,['tla']
1k3a,['acp']
1k3c,['adp']
1k3d,['adp']
1k3l,['gtx']
1k3t,['brz']
1k3y,['gtx']
1k4c,['f09']
1k4d,['f09']
1k4g,['aiq']
1k4h,['apq']
1k4m,['nad']
1k4v,['udp']
1k4w,['ste']
1k54,['hoq']
1k5q,['pac']
1k5s,['gro']
1k6c,['mk1']
1k6m,['atg']
1k6p,['xn3']
1k6s,['iap']
1k6t,['xn1']
1k6v,['xn2']
1k7d,['gro']
1k7e,"['iag', 'plp']"
1k7f,"['iav', 'plp']"
1k7h,['mae']
1k7l,['544']
1k7w,['as1']
1k7x,['plp']
1k8c,['nap']
1k8x,['plp']
1k8y,['plp']
1k8z,"['iag', 'plp']"
1k97,['cir']
1k9e,['gcv']
1k9f,['gcv']
1k9s,"['fm1', 'fm2']"
1ka1,['a3p']
1kao,['gdp']
1kar,['hsm']
1kax,['atp']
1kay,['atp']
1kaz,['atp']
1kb0,"['pqq', 'tfb']"
1kbc,['hle']
1kbi,['fmn']
1kbj,['fmn']
1kbo,"['340', 'fad']"
1kbq,"['936', 'fad']"
1kby,"['spo', 'u10']"
1kc7,['ppr']
1kcc,['gtr']
1kcd,['gtr']
1kce,"['cb3', 'ump']"
1kck,['adh']
1kdg,['6fa']
1kdm,['dht']
1kdn,['adp']
1kdr,['car']
1kds,['npb']
1kdt,['doc']
1kdw,['4cb']
1ke0,['cvb']
1ke3,['bdb']
1ke6,['ls2']
1ke7,['ls3']
1ke8,['ls4']
1ke9,['ls5']
1kec,['gro']
1kel,['aah']
1kep,"['nad', 'tdx']"
1ker,"['dau', 'nad']"
1ket,"['nad', 'tyd']"
1keu,"['dau', 'nad']"
1kew,"['nad', 'tyd']"
1kf0,"['acp', '3pg']"
1kfb,"['igp', 'plp']"
1kfc,"['ipl', 'plp']"
1kfe,['pls']
1kfg,['gs1']
1kg8,['ret']
1kg9,['ret']
1kgb,['ret']
1kgi,['t4a']
1kgj,['fl8']
1kgz,['prp']
1kh2,['atp']
1kh3,['anp']
1khh,['sah']
1khz,['adv']
1ki3,['pe2']
1ki4,['btd']
1ki6,['ahu']
1ki7,['id2']
1ki8,['bvd']
1kie,['ad3']
1kij,['nov']
1kim,['thm']
1kj8,"['atp', 'gar']"
1kj9,['atp']
1kji,['acp']
1kjj,['ags']
1kjq,['adp']
1kkj,['plp']
1kli,['ben']
1klk,"['ndp', 'pmd']"
1kly,['up6']
1km1,['up6']
1km2,['up6']
1km3,['up6']
1km4,['ru']
1km5,['up6']
1km6,['omp']
1kme,['ret']
1kmj,['plp']
1kmk,['plp']
1kmq,['gnp']
1kms,"['lih', 'ndp']"
1kmy,['bpy']
1kn2,['pne']
1kn4,['pde']
1knr,['fad']
1knu,['ypa']
1kny,['apc']
1ko8,['6pg']
1koj,['pan']
1kol,['nad']
1kor,"['anp', 'sin']"
1kou,['dhc']
1kp2,['atp']
1kpe,['adw']
1kpf,['amp']
1kpg,"['16a', 'sah']"
1kph,"['10a', 'sah']"
1kpm,['vit']
1kq4,['fad']
1kqb,['fmn']
1kqc,['fmn']
1kqd,['fmn']
1kqf,['mgd']
1kqn,['nad']
1kqo,['dnd']
1kqp,"['adj', 'pop']"
1kqw,['rtl']
1kr2,['tad']
1kr3,['113']
1kr5,['sah']
1kre,['dmj']
1krf,['kif']
1krm,['prh']
1krr,['aco']
1ks7,"['das', 'phq']"
1ksg,['gtp']
1ksh,['gdp']
1ksk,['ura']
1ksl,['ura']
1ksn,['fxv']
1kss,"['fad', 'fum']"
1ksu,"['fad', 'fum']"
1kt3,['rtl']
1kt4,['rtl']
1kt5,['rtl']
1kt6,['rtl']
1kt7,['rtl']
1kta,"['kiv', 'pmp']"
1ktg,['amp']
1kti,"['azc', 'plp']"
1ktp,['cyc']
1kts,['c24']
1ktt,['c02']
1kv1,['bmu']
1kv5,['pga']
1kv9,['pqq']
1kvk,['atp']
1kvl,"['cls', 'thn']"
1kvm,['ceo']
1kvo,['oap']
1kvq,"['nad', 'upg']"
1kvr,"['nad', 'udp']"
1kvs,"['nad', 'upg']"
1kvt,"['nad', 'upg']"
1kvu,"['nad', 'upg']"
1kw0,['tih']
1kw1,['lg6']
1kw6,['bpy']
1kw8,['bpy']
1kw9,['bpy']
1kwc,['bpy']
1kwr,['sg2']
1kws,['uga']
1kxm,['bzi']
1kxp,['atp']
1ky2,['gnp']
1ky3,['gdp']
1ky8,['nap']
1kya,['xyd']
1kyq,['nad']
1kyv,['rbf']
1kyw,"['hfl', 'sah']"
1kyy,['ini']
1kyz,"['fer', 'sah']"
1kz8,['amp']
1kzl,['crm']
1kzo,"['far', 'fpp']"
1kzp,['far']
1l1e,['sah']
1l1q,['9da']
1l1r,"['9da', 'prp']"
1l2e,['ben']
1l2i,['etc']
1l2q,['x7o']
1l2t,['atp']
1l3i,['sah']
1l3r,['adp']
1l4e,['rbz']
1l4f,"['150', 'ncn']"
1l4g,"['mct', 'ncn']"
1l4h,"['ind', 'ncn']"
1l4k,['ncn']
1l4l,['ncn']
1l4m,"['2ac', 'ncn']"
1l4n,"['2af', 'nio']"
1l5f,['bzi']
1l5j,['tra']
1l5k,"['1rb', 'nio']"
1l5l,"['7rp', 'nio']"
1l5m,"['7ra', 'nio']"
1l5o,"['2mp', 'ncn']"
1l5q,"['700', 'cff', 'nbg', 'plp']"
1l5r,"['700', 'nbg', 'plp', 'rbf']"
1l5s,"['700', 'nbg', 'plp', 'urc']"
1l5v,"['g1p', 'plp']"
1l5w,['plp']
1l6g,['pdd']
1l6i,['plp']
1l6m,"['dbh', 'dbs']"
1l6s,['dsb']
1l6y,['4ox']
1l7e,['nai']
1l7g,['bcz']
1l7h,['bcz']
1l7x,"['700', 'cff', 'nbg', 'plp']"
1l8a,['tdp']
1l8b,['mgp']
1l8j,['pty']
1l8n,['gcw']
1l8p,['pah']
1l8t,"['adp', 'kan']"
1l9b,"['hto', 'lda', 'u10']"
1l9c,['fad']
1l9d,"['fad', 'pyc']"
1l9e,['fad']
1l9k,['sah']
1l9w,['dhs']
1lb8,['amq']
1lb9,['dnq']
1lbb,['kai']
1lbf,['137']
1lbk,['gsh']
1lbl,['137']
1lby,['f6p']
1lbz,['fbp']
1lc8,['33p']
1lca,['cb3']
1lcb,['dhf']
1lce,['tmf']
1lcv,['snr']
1lcw,['shm']
1ld7,"['fpp', 'suc', 'u66']"
1lde,"['fpi', 'nad']"
1ldg,['nad']
1ldo,['snr']
1ldy,"['cxf', 'nad']"
1lee,['r36']
1lev,"['cli', 'f6p']"
1lf0,['gnp']
1lf2,['r37']
1lf5,['gdp']
1lf9,['acr']
1lfd,['gnp']
1lfo,['ola']
1lfw,['aep']
1lgt,['bp3']
1lgw,['1an']
1lgx,['5an']
1lh6,['nio']
1lh7,['nbe']
1lhc,['dp7']
1lhd,['di2']
1lhe,['di3']
1lhf,['di4']
1lhg,['di5']
1lhn,['aon']
1lho,['aom']
1lhu,['est']
1lhv,['nog']
1lhw,['esm']
1li3,['3ch']
1li4,"['nad', 'noc']"
1lid,['ola']
1lie,['plm']
1lif,['ste']
1lij,"['acp', 'rpp']"
1lin,['tfp']
1lj1,"['fad', 'fum']"
1lj8,['nad']
1ljn,['cbs']
1ljt,['hdi']
1lk7,['der']
1lkc,['plp']
1lke,['dog']
1ll9,['axl']
1llb,['pcn']
1lld,['nad']
1llo,['ami']
1llq,['nad']
1llr,['fng']
1lmc,['bul']
1ln1,['dlp']
1lnm,['dtx']
1lny,"['gdp', 'imo']"
1lo0,['bc1']
1lo2,['ox1']
1lo3,['an1']
1lo6,['ben']
1lob,['mma']
1lod,['mur']
1lol,['xmp']
1lon,"['gdp', 'hda', 'imo']"
1loo,['gtp']
1loq,['ru']
1lor,['bmp']
1los,['up6']
1lot,['atp']
1lov,['3gp']
1lox,['rs7']
1lp4,['anp']
1lpb,['mup']
1lpg,['ima']
1lpk,['cbb']
1lpn,['dsc']
1lpo,['hds']
1lpp,['hds']
1lps,['mpc']
1lpu,['ben']
1lqa,['ndp']
1lqe,['ima']
1lqt,"['fad', 'odp']"
1lqu,"['fad', 'ndp']"
1lqv,['pty']
1lqy,['bb2']
1lr4,['ben']
1lrj,"['nad', 'ud1']"
1lrk,"['nad', 'ud1']"
1lrl,"['nad', 'upg']"
1lrq,['a5p']
1lru,['bb2']
1lrw,['pqq']
1ls6,"['a3p', 'npo']"
1lsh,['pld']
1lsp,['bul']
1lss,['nad']
1lt5,['tdg']
1lt8,['cbh']
1lth,['nad']
1ltm,['bcn']
1lua,['nap']
1lug,['sua']
1luq,['btn']
1lv8,['9pp']
1lvg,['5gp']
1lvk,['mnt']
1lvl,"['fad', 'nad']"
1lvu,['9pp']
1lvw,['tyd']
1lwd,['ict']
1lwj,['acg']
1lwl,['dso']
1lwn,['plp']
1lwo,['plp']
1lwx,['azd']
1lx6,"['nad', 'zam']"
1lxc,"['aym', 'nad']"
1ly3,"['cog', 'nap']"
1ly4,"['coq', 'nap']"
1lyw,['epe']
1lyx,['pga']
1lzj,['udp']
1lzx,['har']
1lzz,['ihg']
1m00,['bhh']
1m0l,['ret']
1m0n,['hcp']
1m0o,['mpm']
1m0q,['epc']
1m0u,['gsw']
