pdbid	type	label	p_group_0.3	casf2016
1rs2	ic50	4.301029995663981	2707	general
1rs4	ic50	7.167491087293763	2707	general
1rsd	ic50	6.522878745280337	2707	general
1rsi	ic50	4.42021640338319	2707	general
1rst	kikd	4.431798275933005	2208	general
1rt1	np	8.096910013008056	1936	general
1rt2	np	8.221848749616356	1936	general
1rt9	kikd	10.2518119729938	1321	general
1rtf	refined	3.0409586076789066	2230	refined
1rth	np	6.3979400086720375	1936	general
1rti	np	4.769551078621726	1936	general
1rtl	ic50	5.585026652029182	1989	general
1ru1	kikd	4.7447274948966935	2019	general
1ru2	kikd	6.494850021680094	2019	general
1rv1	ic50	6.853871964321762	2446	general
1rw8	ic50	6.756961951313706	2480	general
1rwq	ic50	10.0	223	general
1rww	kikd	8.301029995663981	1785	general
1rwx	kikd	7.366531544420413	1785	general
1rxp	np	7.142667503568731	2252	general
1ryf	kikd	8.795880017344075	1981	general
1ryh	kikd	7.559090917934782	1981	general
1rzx	kikd	4.096910013008056	2566	general
1s17	ic50	8.301029995663981	1900	general
1s19	refined	9.508638306165729	1560	refined
1s26	kikd	3.070581074285707	916	general
1s38	test	5.15	439	
1s39	np	7.698970004336019	439	refined
1s3k	kikd	6.619788758288394	2079	general
1s4d	kikd	6.494850021680094	1422	general
1s50	np	7.200659450546418	1843	general
1s5q	kikd	5.2839966563652006	2723	general
1s5z	refined	3.207608310501746	1715	refined
1s63	kikd	9.045757490560677	350	refined
1s64	kikd	8.397940008672037	352	general
1s89	refined	5.236572006437063	895	refined
1s9t	np	6.823908740944319	1843	general
1s9v	ic50	4.0	2101	general
1sb1	np	6.892790030352131	2236	refined
1sbg	np	7.744727494896693	2452	refined
1sbr	kikd	5.0	2851	refined
1sc8	np	7.443697499232712	2231	general
1sdt	np	9.267606240177033	2452	refined
1sdu	np	10.065501548756432	2452	refined
1sdv	np	8.742321425130815	2452	refined
1sfi	np	10.0	2252	general
1sgu	np	5.3731465853332745	2452	refined
1sh9	np	6.030584087646019	2452	refined
1shd	ic50	6.173925197299173	2644	general
1siv	refined	8.075720713938118	2451	refined
1sj0	np	9.096910013008056	1568	general
1sje	kikd	8.221848749616356	2100	general
1sjh	kikd	8.045757490560675	2100	general
1skj	ic50	5.154901959985743	2644	general
1sl3	np	11.853871964321762	2236	refined
1sld	refined	6.568636235841012	2208	refined
1sle	kikd	6.173925197299173	2208	general
1slg	kikd	3.903089986991944	2208	general
1sln	refined	6.638272163982407	1756	refined
1sm2	np	8.0	2646	general
1sm3	kikd	4.619788758288394	2079	general
1sme	kikd	11.221848749616356	1003	general
1snk	ic50	9.602059991327964	1500	general
1so2	ic50	9.568636235841012	650	general
1soj	ic50	6.616184634019569	650	general
1sps	kikd	8.522878745280337	2644	general
1sqa	test	9.21	2231	
1sqb	ic50	7.950781977329818	522	general
1sqc	kikd	6.853871964321762	90	general
1sqi	ic50	7.698970004336019	275	general
1sqn	kikd	9.397940008672036	1564	general
1sqo	np	7.455931955649724	2231	refined
1sqp	ic50	8.200659450546418	522	general
1sqq	kikd	7.823908740944319	522	general
1sqt	np	6.200659450546418	2231	refined
1sr7	refined	10.096910013008056	1564	refined
1sre	kikd	3.853871964321762	2208	general
1srg	refined	5.301029995663981	2208	refined
1sri	kikd	6.080921907623926	2208	general
1ssq	refined	6.0	742	refined
1stc	np	8.096910013008056	2563	refined
1std	kikd	10.327902142064282	1286	general
1stp	kikd	13.397940008672036	2208	general
1str	refined	4.769551078621726	2208	refined
1sts	kikd	5.0	2208	general
1sv3	refined	4.346787486224656	2364	refined
1sve	np	8.301029995663981	2563	general
1svg	np	8.698970004336019	2563	general
1svh	np	6.443697499232712	2563	general
1sw1	kikd	7.301029995663981	1402	refined
1sw2	refined	7.221848749616356	1402	refined
1swg	refined	7.357535479757878	2208	refined
1swi	kikd	3.096910013008056	2030	general
1swk	kikd	12.0	2208	general
1swn	kikd	12.0	2208	general
1swp	kikd	11.0	2208	general
1swr	refined	6.920818753952375	2208	refined
1syh	np	6.405607449624574	1842	refined
1syi	test	5.44	1842	
1syo	kikd	9.0	193	general
1sz0	kikd	9.0	193	general
1szd	refined	4.535212480354063	976	refined
1szm	np	5.531652669587842	2563	general
1t08	kikd	5.508638306165727	450	general
1t13	kikd	7.376750709602099	2436	general
1t1r	ic50	5.3979400086720375	1294	general
1t1s	ic50	5.154901959985743	1294	general
1t29	kikd	6.045757490560675	1231	general
1t2v	kikd	6.3979400086720375	1231	general
1t31	refined	8.638272163982407	2232	refined
1t32	refined	7.42021640338319	2233	refined
1t37	kikd	4.346787486224656	2360	general
1t3t	kikd	4.958607314841775	3219	general
1t46	ic50	6.431798275933005	2631	general
1t48	np	3.4559319556497243	2580	general
1t49	np	4.657577319177793	2580	general
1t4e	kikd	7.096910013008056	2446	general
1t4j	np	5.096910013008056	2580	general
1t4s	kikd	2.4436974992327127	1447	general
1t4v	np	7.67778070526608	2236	refined
1t5a	kikd	4.619788758288394	235	general
1t5f	refined	4.221848749616356	1447	refined
1t69	kikd	6.318758762624412	2309	general
1t79	np	6.036212172654444	1563	general
1t7d	refined	6.026872146400302	2936	refined
1t7f	np	5.7447274948966935	1563	general
1t7j	np	8.698970004336019	2452	refined
1t7r	np	5.958607314841775	1563	general
1ta2	np	8.522878745280337	2236	general
1ta6	np	9.130768280269024	2236	refined
1tbz	np	9.795880017344077	2236	general
1tc1	ic50	2.6989700043360187	2747	general
1tcw	kikd	6.017728766960431	2451	refined
1tcx	np	6.950781977329818	2452	refined
1td7	refined	4.366531544420413	2360	refined
1tet	kikd	6.080921907623926	2079	general
1tfq	kikd	7.920818753952375	2442	general
1tft	kikd	8.301029995663981	2442	general
1tfz	ic50	8.154901959985743	274	general
1tg5	ic50	7.920818753952375	274	general
1thl	np	6.42021640338319	899	general
1thr	np	5.376750709602099	2236	general
1ths	np	7.537602002101044	2236	general
1thz	refined	5.1487416512809245	85	refined
1tjp	refined	4.42021640338319	939	refined
1tka	kikd	6.096910013008056	242	general
1tkb	refined	8.0	242	refined
1tkc	kikd	4.853871964321762	242	general
1tkt	np	6.1487416512809245	1936	general
1tkx	np	7.537602002101044	1936	general
1tkz	np	6.619788758288394	1936	general
1tl1	np	6.42021640338319	1936	general
1tl3	np	6.200659450546418	1936	general
1tl7	kikd	7.920818753952375	1062	general
1tl9	ic50	5.522878745280337	568	general
1tlo	ic50	4.0	568	general
1tmb	np	6.7447274948966935	2236	general
1tmm	kikd	6.638272163982407	2019	general
1tmn	np	7.301029995663981	899	refined
1tng	np	2.9318141382538383	2252	refined
1tnh	np	3.3665315444204134	2252	refined
1tni	np	4.0	2252	refined
1tnj	np	1.958607314841775	2252	general
1tnk	np	1.4881166390211256	2252	general
1tnl	np	1.8761483590329144	2252	general
1tog	kikd	3.221848749616356	788	refined
1toi	kikd	4.045757490560675	788	refined
1toj	kikd	3.3872161432802645	788	refined
1tok	kikd	2.4685210829577446	788	refined
1tom	np	8.301029995663981	2236	refined
1tou	ic50	6.0	2123	general
1tow	ic50	6.2441251443275085	2123	general
1tps	np	8.0	2252	general
1tpw	refined	3.3010299956639813	1207	refined
1tpz	kikd	6.1938200260161125	249	general
1tq4	refined	6.1938200260161125	249	refined
1tqf	np	5.853871964321762	995	general
1tr7	kikd	6.823908740944319	1379	general
1trd	refined	5.3979400086720375	1206	refined
1tsi	kikd	3.4814860601221125	1206	general
1tsl	kikd	6.154901959985743	1095	general
1tsm	kikd	6.0	1095	general
1tsv	kikd	4.795880017344075	1095	general
1tsy	refined	4.958607314841775	1095	refined
1tt1	np	8.154901959985743	1843	general
1ttm	np	7.346787486224656	1104	refined
1tu6	ic50	9.080921907623926	1500	general
1tuf	kikd	4.050609993355087	371	refined
1tv6	np	5.3979400086720375	1936	general
1tve	ic50	5.6777807052660805	2919	general
1tvo	kikd	6.853871964321762	2517	general
1tvr	np	7.481486060122112	1936	general
1tx7	np	4.6020599913279625	2252	refined
1txr	refined	7.744727494896693	1068	refined
1tyn	np	9.69897000433602	2252	general
1tyr	kikd	7.0	2111	general
1tys	kikd	5.485452247339714	1094	refined
1tze	ic50	6.8297382846050425	2612	general
1u0g	refined	6.154901959985743	212	refined
1u0h	kikd	6.958607314841775	1062	general
1u1b	test	7.8	2008	
1u1w	refined	5.853871964321762	2844	refined
1u2r	kikd	5.4089353929735005	681	general
1u2y	kikd	1.744727494896694	374	general
1u32	ic50	7.013228265733755	1243	general
1u33	refined	4.6020599913279625	374	refined
1u3q	ic50	8.455931955649724	1567	general
1u3r	ic50	8.301029995663981	1567	general
1u3s	ic50	8.853871964321762	1567	general
1u59	ic50	7.253365801062421	2626	general
1u65	np	7.578396073130169	161	general
1u6q	np	5.882728704344236	2231	general
1u71	refined	7.481486060122112	2758	refined
1u8t	kikd	4.259637310505756	1812	general
1u9e	ic50	8.244125144327509	1567	general
1u9l	kikd	5.017728766960431	2787	general
1u9q	ic50	8.327902142064282	1498	general
1u9v	ic50	8.221848749616356	1500	general
1u9w	ic50	8.455931955649724	1500	general
1u9x	ic50	8.154901959985743	1500	general
1ua4	refined	4.221848749616356	244	refined
1ucn	refined	5.221848749616356	1716	refined
1udt	kikd	9.30102999566398	646	general
1udu	kikd	9.045757490560677	646	general
1uef	kikd	5.494850021680094	1506	general
1ugp	kikd	2.886056647693163	3080	refined
1ugw	kikd	3.086186147616284	2738	general
1ugx	refined	5.906578314837765	2738	refined
1ugy	kikd	3.721246399047171	2738	general
1uh1	kikd	5.481486060122113	2738	general
1uho	refined	9.221848749616356	646	refined
1ui0	refined	7.055517327849831	1010	refined
1uj0	kikd	4.568636235841012	2667	general
1uj5	refined	3.050609993355087	1423	refined
1uj6	kikd	3.050609993355087	1423	refined
1ujj	kikd	6.096910013008056	1433	general
1ujk	kikd	6.568636235841012	1433	general
1uk0	ic50	8.096910013008056	1114	general
1uk1	ic50	7.221848749616356	1114	general
1ukh	kikd	6.376750709602099	2513	general
1ukt	ic50	2.2518119729938	475	general
1ule	kikd	5.920818753952375	1914	general
1ulg	kikd	4.206209615309181	1914	general
1uml	refined	7.522878745280337	637	refined
1umw	kikd	6.552841968657781	449	general
1ung	ic50	6.795880017344075	2521	general
1unh	ic50	7.0	2521	general
1unl	ic50	6.698970004336019	2521	general
1uod	kikd	3.10790539730952	2972	general
1uom	np	7.721246399047171	1568	general
1uou	refined	7.698970004336019	862	refined
1upf	refined	4.6020599913279625	701	refined
1upk	kikd	6.3979400086720375	2908	general
1ur9	refined	5.769551078621726	608	refined
1urc	ic50	4.71669877129645	753	general
1urg	kikd	5.823908740944319	2331	general
1urw	np	8.522878745280337	2523	general
1usi	refined	6.7447274948966935	1125	refined
1usk	refined	6.3979400086720375	1125	refined
1usn	refined	7.744727494896693	1756	refined
1utc	kikd	4.552841968657781	309	general
1uti	kikd	5.619788758288394	2665	general
1utj	np	3.8416375079047502	2252	refined
1utl	np	2.4672456210075024	2252	refined
1utm	np	3.0123337350737254	2252	refined
1utn	np	3.493494967595128	2252	refined
1uto	test	2.27	2252	
1utp	np	1.4436974992327127	2252	general
1utr	kikd	8.0	2825	general
1utt	np	4.0	1754	general
1utz	np	5.853871964321762	1754	general
1uu3	ic50	6.1249387366083	2552	general
1uu7	ic50	4.853871964321762	2552	general
1uu8	ic50	5.045757490560675	2552	general
1uu9	ic50	5.3979400086720375	2552	general
1uv5	ic50	8.301029995663981	2512	general
1uv6	np	5.120617362825657	964	refined
1uvr	ic50	6.0	2552	general
1uvs	np	5.3979400086720375	2236	general
1uvt	np	7.638272163982407	2236	refined
1uvu	np	5.0	2236	general
1uw6	np	7.3448615651886175	964	refined
1uwb	np	8.337242168318426	1936	general
1uwf	refined	6.823908740944319	1379	refined
1uwh	ic50	7.657577319177793	2598	general
1uwt	refined	5.966576244513051	591	refined
1uwu	refined	5.982966660701219	591	refined
1ux7	kikd	3.0	2702	general
1uxa	kikd	2.3010299956639813	797	general
1uxb	kikd	2.154901959985743	797	general
1uy6	np	3.6989700043360174	1197	general
1uy7	np	3.6989700043360174	1197	general
1uy8	np	4.1249387366083	1197	general
1uy9	np	4.815308569182401	1197	general
1uyc	np	4.3872161432802645	1197	general
1uyd	np	3.6989700043360174	1197	general
1uye	np	3.6989700043360174	1197	general
1uyf	np	4.522878745280337	1197	general
1uyg	np	4.271646217978772	1197	general
1uyh	np	4.844663962534938	1197	general
1uyi	np	5.3872161432802645	1197	general
1uyk	np	4.767003889607846	1197	general
1uym	np	6.0	1197	general
1uys	kikd	3.6020599913279625	202	general
1uz1	np	6.886056647693163	592	refined
1uz4	refined	3.397940008672037	3142	refined
1uz8	refined	4.958607314841775	2089	refined
1uze	ic50	8.896196279044043	214	general
1v0k	refined	5.096910013008056	780	refined
1v0l	refined	7.552841968657781	780	refined
1v0m	kikd	5.096910013008056	780	general
1v0n	kikd	7.552841968657781	780	general
1v0o	ic50	5.259637310505756	2522	general
1v0p	ic50	6.886056647693163	2522	general
1v11	refined	3.979638717352292	189	refined
1v16	refined	3.870310107800699	189	refined
1v1j	refined	4.823908740944319	2188	refined
1v1k	np	4.455931955649724	2523	general
1v1m	refined	3.939302159646388	189	refined
1v2h	ic50	5.301029995663981	1321	general
1v2j	np	3.2471835688117285	2252	refined
1v2k	np	6.187086643357144	2252	refined
1v2l	np	4.292429823902063	2252	refined
1v2m	np	4.292429823902063	2252	general
1v2n	np	5.903089986991944	2252	refined
1v2o	np	4.734003629504921	2252	refined
1v2p	np	4.734003629504921	2252	general
1v2q	np	4.133004186889352	2252	general
1v2r	np	3.55445806563208	2252	refined
1v2s	np	4.167491087293763	2252	refined
1v2t	np	4.708631149548418	2252	refined
1v2u	np	3.369572124974976	2252	refined
1v2v	np	3.369572124974976	2252	general
1v2w	np	4.009705553871561	2252	refined
1v3x	np	7.619788758288394	2247	general
1v41	kikd	4.698970004336019	1321	general
1v48	refined	7.795880017344075	1321	refined
1v79	kikd	7.886056647693163	637	general
1v7a	refined	8.008773924307505	637	refined
1vcj	ic50	4.585026652029182	629	general
1vcu	kikd	3.853871964321762	491	general
1vea	kikd	7.522878745280337	2823	general
1veb	np	7.4089353929735005	2563	general
1vfn	refined	5.6020599913279625	1321	refined
1vgc	kikd	5.920818753952375	2250	general
1vij	np	9.522878745280336	2452	general
1vik	np	9.522878745280336	2452	general
1vj5	ic50	6.920818753952375	1473	general
1vj6	kikd	5.096910013008056	2615	general
1vj9	np	7.552841968657781	2231	general
1vja	np	7.698970004336019	2231	general
1vjb	ic50	7.886056647693163	1570	general
1vjc	kikd	3.580044251510242	386	general
1vjd	kikd	3.5436339668709573	386	general
1vjy	ic50	7.638272163982407	2480	general
1vkj	kikd	4.853871964321762	3085	general
1vot	np	6.6020599913279625	161	general
1vr1	np	6.892790030352131	2236	general
1vrt	np	7.096910013008056	1936	general
1vru	np	7.0	1936	general
1vsn	ic50	9.69897000433602	1500	general
1vso	test	4.72	1843	
1vwf	kikd	6.508638306165727	2208	general
1vwl	kikd	5.632644078973981	2208	general
1vwn	kikd	5.823908740944319	2208	general
1vyf	refined	8.045757490560675	2124	refined
1vyg	refined	8.0	2124	refined
1vyj	kikd	7.0	1821	general
1vyq	kikd	5.302770657240282	2428	general
1vyw	np	7.431798275933005	2523	general
1vyz	np	6.537602002101044	2523	general
1vzq	np	7.443697499232712	2236	refined
1w0x	np	5.301029995663981	2523	general
1w0y	kikd	6.42021640338319	2248	general
1w0z	np	7.67778070526608	2231	refined
1w10	np	7.552841968657781	2231	general
1w11	np	8.221848749616356	2231	refined
1w12	np	7.853871964321762	2231	general
1w13	np	8.698970004336019	2231	refined
1w14	np	8.522878745280337	2231	general
1w1d	kikd	6.522878745280337	1165	general
1w1g	kikd	7.67778070526608	1165	general
1w1p	ic50	2.3010299956639813	608	general
1w1t	ic50	2.958607314841775	608	general
1w1v	ic50	2.2006594505464183	608	general
1w1y	ic50	2.619788758288394	608	general
1w22	ic50	6.7557228791981565	2309	general
1w25	kikd	6.301029995663981	425	general
1w2g	kikd	4.568636235841012	1891	general
1w2h	kikd	5.0	1891	general
1w2k	kikd	6.455931955649724	2248	general
1w2x	kikd	5.142667503568731	202	general
1w31	kikd	3.6020599913279625	941	general
1w3j	np	6.315154638355588	592	refined
1w3k	refined	4.301029995663981	712	refined
1w3l	refined	6.2839966563652006	712	refined
1w4l	np	8.397940008672037	161	general
1w4o	test	5.22	2008	
1w4p	np	4.7447274948966935	2008	refined
1w4q	np	5.259637310505756	2008	refined
1w51	np	6.301029995663981	995	general
1w5v	np	8.148741651280925	2452	refined
1w5w	np	8.795880017344075	2452	refined
1w5x	np	8.397940008672037	2452	refined
1w5y	np	8.481486060122112	2452	refined
1w6h	kikd	9.30102999566398	1003	general
1w6j	ic50	8.187086643357144	91	general
1w6r	np	6.153662887870195	161	general
1w6y	kikd	5.356547323513812	2155	general
1w70	kikd	3.6989700043360174	2657	general
1w76	np	6.153662887870195	161	general
1w7g	np	5.096910013008056	2236	refined
1w7h	np	3.0	2515	general
1w7x	kikd	8.397940008672037	2248	general
1w80	kikd	4.543633966870956	640	general
1w82	np	6.707743928643524	2515	general
1w83	np	7.187086643357144	2515	general
1w84	np	4.455931955649724	2515	general
1w8l	kikd	0.4948500216800942	1707	general
1w8m	kikd	1.6020599913279625	1707	general
1w96	refined	8.4089353929735	268	refined
1w9u	refined	6.091514981121351	609	refined
1w9v	refined	6.337242168318426	609	refined
1waw	ic50	7.886056647693163	612	general
1wax	np	4.0655015487564325	2580	general
1way	np	3.397940008672037	2236	general
1wb0	ic50	5.346787486224656	612	general
1wbg	np	3.0	2236	general
1wbn	np	6.455931955649724	2515	general
1wbo	np	3.0	2515	general
1wbs	np	6.200659450546418	2515	general
1wbt	np	6.468521082957745	2515	general
1wbv	np	3.790484985457369	2515	general
1wbw	np	4.356547323513812	2515	general
1wc1	refined	4.0	989	refined
1wc6	kikd	4.0	989	general
1wcc	np	3.4559319556497243	2523	general
1wcq	refined	6.259637310505756	2817	refined
1wdn	refined	6.301029995663981	1859	refined
1wdq	kikd	1.980883709552928	226	general
1wdr	kikd	2.515700160653214	226	general
1wdy	ic50	7.886056647693163	1743	general
1we2	kikd	4.356547323513812	1887	general
1wht	refined	3.6989700043360174	2834	refined
1wkm	kikd	0.8239087409443187	1542	general
1wm1	refined	6.301029995663981	1477	refined
1wn6	refined	4.6777807052660805	1579	refined
1wok	ic50	7.481486060122112	1114	general
1wqv	ic50	6.886056647693163	2248	general
1ws1	refined	9.55284196865778	1902	refined
1ws4	refined	3.0	2738	refined
1ws5	kikd	3.033389013318065	2738	general
1wss	ic50	7.769551078621726	2248	general
1wtg	ic50	7.031517051446065	2248	general
1wu1	np	7.744727494896693	2247	general
1wug	ic50	5.795880017344075	2400	general
1wum	ic50	5.292429823902063	2400	general
1wun	ic50	7.207608310501746	2248	general
1wv7	ic50	7.259637310505756	2248	general
1wva	kikd	6.568636235841012	1447	general
1wvc	kikd	4.455931955649724	3018	general
1wvj	np	6.732828271596986	1842	refined
1wxz	ic50	8.065501548756432	637	general
1wzy	ic50	6.251811972993799	2517	general
1x07	kikd	3.283996656365201	1342	general
1x0n	ic50	7.698970004336019	2612	general
1x11	kikd	6.494850021680094	1941	general
1x1z	refined	11.05551732784983	1453	refined
1x38	refined	8.769551078621726	117	refined
1x39	refined	9.221848749616356	117	refined
1x6u	kikd	3.221848749616356	1279	general
1x70	ic50	7.744727494896693	223	general
1x76	ic50	8.721246399047171	1567	general
1x78	ic50	7.853871964321762	1567	general
1x7a	kikd	7.886056647693163	2249	general
1x7b	ic50	8.387216143280265	1567	general
1x7e	np	5.973671061277651	1568	general
1x7q	ic50	6.730487055782083	2103	general
1x7r	np	8.045757490560675	1568	general
1x81	ic50	9.187086643357144	350	general
1x8b	ic50	7.013228265733755	2490	general
1x8d	refined	2.2104192878355744	2721	refined
1x8j	refined	6.958607314841775	871	refined
1x8r	refined	6.1249387366083	621	refined
1x8s	kikd	5.096910013008056	2566	general
1x8t	refined	7.795880017344075	621	refined
1x9d	kikd	3.958607314841775	272	general
1xa5	kikd	6.500312917381596	2421	general
1xap	refined	8.698970004336019	1555	refined
1xb7	kikd	6.221848749616356	1569	general
1xbb	kikd	5.301029995663981	2625	general
1xbc	ic50	7.920818753952375	2625	general
1xbo	np	6.036212172654444	2580	refined
1xd0	refined	7.1249387366083	374	refined
1xdd	ic50	6.698970004336019	1925	general
1xdg	ic50	7.301029995663981	1925	general
1xff	refined	4.823908740944319	2931	refined
1xfv	kikd	3.886056647693163	916	general
1xge	kikd	4.681936665037238	3084	refined
1xgi	np	4.853871964321762	1182	refined
1xgj	np	6.0	1182	general
1xh3	ic50	5.508638306165727	2103	general
1xh4	np	7.468521082957745	2563	refined
1xh5	np	5.468521082957745	2563	refined
1xh6	np	7.318758762624412	2563	general
1xh7	np	6.823908740944319	2563	general
1xh8	np	5.769551078621726	2563	general
1xh9	np	7.769551078621726	2563	refined
1xhm	ic50	6.327902142064283	700	general
1xhy	np	6.1791420105603	1842	refined
1xjd	refined	9.481486060122112	2559	refined
1xk5	refined	6.0	2906	refined
1xk9	refined	6.853871964321762	1232	refined
1xka	np	6.882728704344236	2247	refined
1xkk	refined	8.522878745280337	2622	refined
1xlx	ic50	7.602059991327962	653	general
1xlz	ic50	6.017728766960432	653	general
1xm4	ic50	10.387216143280265	653	general
1xm6	ic50	6.376750709602099	653	general
1xmu	ic50	9.075720713938118	653	general
1xmy	ic50	7.299988937677888	653	general
1xn0	ic50	6.2441251443275085	653	general
1xn2	np	10.522878745280336	995	general
1xn3	np	7.397940008672037	995	general
1xnx	kikd	6.380906669373257	1561	general
1xnz	ic50	6.619788758288394	1536	general
1xo2	ic50	6.070581074285707	2520	general
1xoe	ic50	7.387216143280264	632	general
1xog	ic50	6.3872161432802645	632	general
1xom	ic50	7.958607314841775	653	general
1xon	ic50	10.67778070526608	653	general
1xoq	ic50	9.167491087293763	653	general
1xor	ic50	6.4089353929735005	653	general
1xos	ic50	4.698970004336019	653	general
1xot	ic50	5.42021640338319	653	general
1xow	np	9.2839966563652	1563	refined
1xoz	ic50	8.920818753952375	646	general
1xp0	ic50	9.0	646	general
1xp1	np	9.30102999566398	1568	general
1xp6	np	9.397940008672036	1568	general
1xp9	np	8.886056647693163	1568	general
1xpc	np	8.769551078621726	1568	general
1xpz	np	7.075720713938118	1104	refined
1xq0	np	6.342944147142896	1104	refined
1xqc	np	7.200659450546418	1568	general
1xr8	kikd	6.698970004336019	2103	general
1xr9	refined	7.154901959985743	2103	refined
1xs7	np	7.600326278518962	995	general
1xsc	kikd	4.301029995663981	1968	general
1xt8	refined	6.853871964321762	1866	refined
1xuc	ic50	7.142667503568731	1755	general
1xud	ic50	8.096910013008056	1755	general
1xug	np	7.045757490560675	2252	refined
1xuo	ic50	7.161150909262744	1925	general
1xur	ic50	5.180456064458131	1755	general
1xws	np	8.0	2496	refined
1xxe	kikd	5.4089353929735005	928	general
1xxh	kikd	6.107905397309519	719	general
1xxi	kikd	5.522878745280337	719	general
1xz8	kikd	4.522878745280337	2752	general
1xzx	kikd	10.221848749616356	1556	general
1y0l	refined	9.0	2079	refined
1y0x	kikd	8.698970004336019	1556	general
1y1m	kikd	1.815308569182401	1847	general
1y1z	refined	3.080398976215889	1847	refined
1y20	refined	5.318758762624412	1847	refined
1y2a	kikd	7.339134521996131	569	general
1y2b	ic50	4.086186147616283	653	general
1y2c	ic50	6.568636235841012	653	general
1y2d	ic50	5.698970004336019	653	general
1y2e	ic50	6.795880017344075	653	general
1y2f	kikd	4.920818753952375	1674	general
1y2g	kikd	4.080398976215889	1674	general
1y2h	ic50	7.251811972993799	653	general
1y2j	ic50	7.481486060122112	653	general
1y2k	ic50	7.67778070526608	653	general
1y3a	kikd	5.4089353929735005	867	general
1y3g	np	7.397940008672037	899	general
1y3n	refined	5.552841968657781	808	refined
1y3p	refined	4.823908740944319	808	refined
1y3v	np	5.638272163982407	2252	refined
1y3w	np	5.774690718274137	2252	general
1y3x	np	5.13578566953867	2252	refined
1y3y	np	5.638272163982407	2252	general
1y4z	kikd	7.244125144327507	729	general
1y57	ic50	5.787013815263332	2650	general
1y6a	ic50	7.657577319177793	2630	general
1y6b	ic50	7.42021640338319	2630	general
1y6q	np	11.69897000433602	1313	refined
1y6r	test	10.11	1313	
1y8o	kikd	5.886056647693163	752	general
1y8p	kikd	6.075720713938118	752	general
1y91	np	7.229147988357855	2523	general
1y98	kikd	5.431798275933005	1231	general
1ya4	kikd	4.818156412055227	159	general
1ybg	kikd	4.795880017344075	619	general
1ybo	kikd	3.795880017344075	2459	general
1yc1	test	6.17	1197	
1yc4	np	6.552841968657781	1197	refined
1yc5	ic50	3.0	973	general
1yci	kikd	4.080921907623926	837	general
1ycm	np	8.0	1754	general
1yda	np	6.552841968657781	1104	refined
1ydb	np	8.236572006437063	1104	refined
1ydd	np	7.0655015487564325	1104	refined
1ydk	refined	5.886056647693163	1357	refined
1ydr	test	5.52	2563	
1yds	np	5.920818753952375	2563	refined
1ydt	test	7.32	2563	
1yei	refined	7.455931955649724	2089	refined
1yej	refined	7.455931955649724	2089	refined
1yet	np	5.920818753952375	1197	refined
1yfz	refined	4.346787486224656	2751	refined
1yhm	ic50	3.832682665251824	1518	general
1yhs	np	8.0	2496	general
1yi3	np	5.3979400086720375	2496	general
1yid	kikd	5.0	1038	general
1yk7	ic50	7.721246399047171	1500	general
1ykp	kikd	2.958607314841775	731	general
1ykr	np	6.251811972993799	2523	general
1ylv	kikd	2.6989700043360187	941	general
1yly	np	7.823908740944319	1396	general
1ym1	np	6.238072161579471	1396	general
1ym2	np	8.0	995	general
1ym4	np	7.4089353929735005	995	general
1yms	np	5.920818753952375	1396	general
1ymx	np	4.853871964321762	1396	general
1ynd	ic50	8.443697499232712	1707	general
1yon	kikd	4.214670164989233	3016	general
1you	ic50	9.060480747381382	1755	general
1yp9	np	5.113509274827518	2252	refined
1ype	np	8.096910013008056	2236	refined
1ypg	np	8.0	2236	refined
1ypj	np	7.022276394711152	2236	refined
1yq7	refined	7.0851281824599495	1516	refined
1yqj	np	8.136677139879545	2515	refined
1yqy	refined	7.619788758288394	917	refined
1yrs	ic50	6.346787486224656	399	general
1ysg	kikd	3.5228787452803374	2313	general
1ysi	kikd	7.443697499232712	2313	general
1yt7	ic50	9.886056647693165	1500	general
1yt9	np	8.301029995663981	2452	general
1yvf	np	7.0	146	general
1yvh	kikd	7.366531544420413	739	general
1yvm	refined	6.3979400086720375	1536	refined
1yvx	np	5.096910013008056	146	general
1yvz	np	5.356547323513812	146	general
1yw2	np	6.85078088734462	2515	general
1yw7	ic50	5.853871964321762	1540	general
1yw8	ic50	8.0	1540	general
1ywh	kikd	7.785156151952302	2886	general
1ywi	kikd	3.430626090384954	2268	general
1ywr	np	7.886056647693163	2515	general
1yxd	kikd	5.301029995663981	1635	general
1yy4	ic50	8.598599459218455	1567	general
1yy6	kikd	6.0655015487564325	1486	general
1yye	ic50	8.568636235841012	1567	general
1yyr	kikd	6.292429823902063	31	general
1yys	kikd	6.327902142064283	31	general
1yyy	np	5.091514981121351	2252	general
1yz3	kikd	8.809668301829708	722	general
1z1h	np	8.397940008672037	2452	refined
1z1r	np	9.221848749616356	2452	general
1z2b	kikd	6.3979400086720375	133	general
1z34	ic50	3.3767507096021	1307	general
1z3c	ic50	4.0	3046	general
1z3j	np	8.0	1754	general
1z3t	kikd	3.939302159646388	121	general
1z3v	kikd	4.113509274827518	121	general
1z4n	kikd	4.522878745280337	1467	general
1z4o	refined	4.522878745280337	1467	refined
1z4u	np	7.154901959985743	146	general
1z5m	ic50	7.522878745280337	2552	general
1z6d	np	2.3372421683184257	2008	general
1z6e	test	9.72	2247	
1z6f	kikd	4.886056647693163	643	general
1z6j	ic50	8.0268721464003	2248	general
1z6p	np	6.045757490560675	21	general
